Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
2,3,883,19392,13286,3267,7221,1862
1,1,1228,10215,23056,5034,8343,1868
2,1,771,14255,3485,9815,7438,3530
2,1,187,16062,11726,8932,123,1681
2,2,1268,8223,8219,7512,6163,524
2,3,1723,8184,3787,9137,2534,1639
1,2,1268,14701,15193,5223,505,2500
2,1,191,13169,3247,2080,4106,3599
1,2,1708,1795,932,6636,6464,1811
2,3,478,669,12256,1219,6270,1888
2,3,804,10572,4119,3020,7722,3530
1,1,353,16364,16610,5322,7341,5225
1,1,1125,24269,10632,8161,587,1547
2,3,1588,6253,16175,2210,9036,2333
1,3,1721,1725,20039,2223,6970,1502
2,1,1098,3763,2611,3388,6711,4970
2,1,1013,21343,19109,5071,2874,764
1,3,1705,16733,24381,8283,742,5746
2,2,175,16852,4360,6901,8111,5386
2,2,1337,715,9124,1879,9227,1210
2,2,635,4498,8990,8003,418,2382
2,2,928,12141,21668,392,8528,4662
1,2,1132,14237,23707,8947,9705,4571
1,3,1082,23390,3392,1219,1040,5132
2,2,1157,14917,20618,5877,5942,3749
1,2,1071,13554,23527,3412,5394,2008
1,1,1140,14639,3947,7280,1410,2610
1,1,581,24580,16655,2168,728,5963
1,3,285,177,11199,4792,2166,4640
2,2,1311,21529,4066,5504,7977,5473
1,3,1082,6591,3107,7876,2969,3670
1,3,512,3527,10580,5392,5105,3860
1,1,1216,2803,19241,1272,5811,2884
2,2,1492,1893,8612,8849,1594,4283
2,2,1317,14453,21568,6606,9171,1258
1,2,331,13639,3651,6375,1910,2729
1,1,1510,3118,24362,6029,4058,4122
1,1,515,1198,9117,521,6437,1130
1,1,1029,19538,11396,1794,253,3026
1,3,900,17238,15631,2511,4972,778
1,3,1037,11128,16060,3473,153,4969
1,1,1688,10573,20528,3992,6901,721
2,1,1099,13750,23557,541,7239,4688
2,1,1351,24528,3440,9605,285,1537
2,1,308,20456,15825,8210,7415,5594
2,2,998,24643,11677,6696,5201,1202
1,2,1693,18369,622,555,3254,2641
2,1,1749,631,16134,8921,6185,3650
1,3,1376,17703,22148,6201,6757,1645
2,2,1939,2249,3714,1640,8465,5857
2,2,1850,302,12597,587,4423,4461
1,2,460,3403,20610,6636,8537,331
1,1,1439,17701,22821,8972,2598,5095
2,2,154,12116,17595,2336,289,943
1,2,254,13111,24174,4150,4082,235
2,3,897,22629,9197,4955,2186,1866
1,3,1809,23777,12178,7827,2375,334
2,2,254,8756,13937,1183,426,1802
2,3,1649,8968,8230,1312,3983,4817
1,3,1250,18112,8071,4180,6232,4549
1,3,476,8111,12339,6611,4330,4700
2,1,1267,15279,1173,7882,5651,4052
2,1,1315,751,7543,4991,2631,4541
2,3,1704,1310,13702,748,9119,2159
2,3,370,16717,7570,9332,5112,3864
2,2,404,23146,21710,7314,396,3645
2,2,675,21924,15135,6340,7856,4865
2,2,1119,16719,15559,135,6451,1863
1,1,1137,16296,14199,8739,6071,194
2,3,760,23385,22941,6999,9062,1219
2,2,1884,20893,15376,6702,7150,2608
1,3,1749,16511,14832,6376,4421,1410
2,2,332,18742,21485,797,6403,5803
2,1,282,19215,114,8176,3282,4047
1,2,1784,6730,1008,3582,4051,3302
1,3,599,9800,12133,8793,7284,3115
1,1,1601,3160,6392,6831,3139,1793
1,2,1403,19217,14511,5415,1826,1213
2,3,252,17928,13223,9972,6664,1393
1,1,1675,9508,15551,3417,909,2762
1,1,1272,11178,15442,7940,8322,1304
1,3,928,1042,12346,3783,6653,1693
2,2,1591,5645,13005,5104,9956,4783
1,3,1080,15971,16813,9134,4151,558
1,3,1334,5011,7465,5452,370,967
2,1,1939,6031,11934,6728,4672,246
1,3,230,10028,14470,2889,3790,3684
1,3,115,9309,6760,5968,5332,4265
2,2,517,22375,11047,4564,9476,3934
2,2,728,1725,23538,1108,9460,142
1,3,313,22478,474,7490,404,3457
2,1,1574,13097,21955,5060,6463,892
1,3,1483,5129,15137,3197,2648,3997
2,1,1215,22644,11217,3712,1774,4195
2,1,1866,16210,1855,3739,5896,3465
1,1,651,7680,10169,6385,7772,3264
2,1,201,2496,9820,3788,1678,1454
2,1,915,23933,13870,3936,2177,4979
1,1,1634,3755,8210,5977,5392,2672
1,2,751,15312,1282,9951,1668,1801
2,2,1337,12305,20915,5626,3763,3934
2,3,833,8683,18098,8962,5968,2208
2,2,1288,21168,11740,6661,2433,722
1,3,1424,6822,11497,2686,2567,5099
1,2,1393,14112,2395,8167,144,3902
2,1,1125,12536,325,886,7896,2201
2,1,1778,2716,14604,1951,6742,4421
1,1,823,3957,13941,7532,5607,1902
1,3,391,13380,20008,9815,4992,893
1,2,1189,1739,15414,4949,1060,679
1,2,682,4366,12276,4904,2496,857
1,3,345,9262,3214,4677,9657,5948
2,3,329,8853,24898,9270,7443,5886
2,3,1370,18331,19526,7461,7704,4782
2,2,200,19119,13773,7346,9697,5640
2,1,1295,18370,6320,4754,381,2163
1,3,1148,24877,4475,4698,4043,5042
2,2,1302,10678,14942,7314,5596,4860
2,2,1157,17699,969,3613,1399,1192
2,1,354,541,17254,2919,9892,328
1,2,1668,24034,19664,2941,8070,3393
1,3,172,2273,24798,9787,7039,3186
1,3,1256,23429,11920,6861,510,109
2,2,673,10304,5974,8617,268,1640
2,2,1358,2153,5496,7742,2830,2850
2,3,380,20940,24332,3129,6311,4912
1,1,314,19187,4530,4053,163,3180
2,3,1082,9459,21749,4589,2824,5364
1,1,1700,6420,3671,1934,1221,1205
2,3,477,21857,19795,2156,5134,894
1,1,303,10860,21068,9818,2104,197
1,2,1194,7336,5669,7323,7741,3318
2,3,1168,17453,15977,4672,4798,2058
2,1,669,24898,9850,1646,8091,134
1,2,899,4798,1472,2882,2460,1087
2,3,632,23244,20627,7959,5010,1836
1,2,522,5800,13517,7816,8401,3915
1,2,1267,4478,5523,8053,5362,3741
2,3,748,14437,17400,7704,5752,716
1,3,275,12941,17927,2373,3720,5174
1,1,1184,1605,24407,120,2981,5417
2,1,956,2294,8092,4196,2936,1824
2,2,1344,9515,1994,4431,7826,1372
1,2,1690,4550,8694,9335,1460,2016
1,3,612,8367,16459,315,9011,293
2,3,130,16735,1633,5247,8323,2677
1,3,887,19048,4097,7645,5032,5823
2,2,1558,21892,11599,497,6363,3738
2,3,1783,14685,6153,2299,7899,1284
2,1,1173,9991,6665,5410,2495,1447
2,3,511,15795,21754,3415,1921,810
1,3,1882,18571,1494,9889,1582,4060
2,3,601,18190,24623,7178,3112,5628
1,2,1041,11649,16504,5913,7780,2305
2,1,347,21099,21160,1622,590,5146
1,1,1950,3951,7631,2433,4717,2800
1,3,1991,14170,13364,3883,8510,2227
2,2,1467,8600,9926,5397,5252,4327
1,2,1953,18848,10633,2539,6882,3159
2,3,665,807,24146,9237,8857,1272
1,2,1328,18727,24080,8674,2806,4567
2,1,332,12346,8150,9501,7884,5929
1,2,499,11135,7973,6564,8804,5780
2,1,1474,14988,22126,9292,4254,448
1,1,168,17942,20488,8245,1348,2294
2,2,1733,15661,23169,4593,6306,3997
2,1,1614,11992,372,7052,3130,2379
2,1,1481,24179,14375,8522,6562,1617
1,3,510,15029,21667,1931,1469,2795
1,3,764,1701,16819,5517,1890,5156
2,2,1665,1004,19567,2296,7555,717
2,2,1725,19311,15122,325,2497,1617
1,1,1595,1644,15674,2404,391,223
2,1,179,19388,1063,1022,3109,4036
1,1,104,11325,22917,2356,9490,5922
2,2,855,19611,22612,6448,8795,841
2,3,325,14732,17693,3784,9397,62
1,1,1814,14959,5036,3702,4892,2406
2,1,1005,1716,17458,8922,2621,2419
2,1,561,8893,24542,5313,2770,1139
1,1,948,5638,17373,9933,2091,3640
2,2,1602,8972,17864,2660,5643,4759
1,3,583,16697,21684,6885,9748,1193
1,2,1558,22763,23059,5040,6682,4870
1,1,1842,8554,3061,450,3785,5793
2,2,757,19282,15499,3936,4335,1833
2,3,375,6636,24158,8001,5506,5978
2,3,1625,198,21611,1424,2964,5687
1,3,1942,3685,14281,5777,7551,1629
1,1,1530,21925,1796,2907,4639,1745
1,2,193,2855,22445,7835,2659,4936
2,3,1263,7433,21278,5184,2861,5032
2,1,437,2200,17581,6960,5447,4686
2,3,1277,6811,7070,1053,7621,5674
2,2,1929,1123,23652,5336,9181,701
2,2,1045,21818,5906,3511,1554,1387
1,3,878,13975,7835,1829,6458,4344
1,3,743,9067,15567,5282,7959,2591
2,1,1884,2327,5773,2905,5302,2521
2,1,1215,20563,21294,9701,7066,3590
1,2,772,4315,7561,8496,2106,2019
1,1,1234,2331,9377,9598,2009,3815
1,3,1015,19135,5101,5222,9305,297
1,3,1855,21638,3785,2114,544,4940
2,2,732,21665,5049,4920,8848,1861
2,2,1212,23693,21284,6474,1672,2824
2,1,976,5854,9940,1276,6821,2313
1,1,416,17116,6069,2984,138,4790
2,3,511,3951,15330,8926,2894,2449
2,1,369,648,22896,1274,9481,3445
1,2,1656,10329,22915,7711,2995,3898
1,1,731,24755,9566,7135,2306,4361
1,3,1137,18266,12287,2843,4192,3675
2,2,1922,10917,134,5634,9041,2549
1,3,1157,23236,4261,6166,9143,595
1,2,1109,20284,17928,4683,6263,625
1,3,1175,21603,13024,5861,7348,1923
2,1,1455,20096,7649,2510,2693,1152
2,1,1186,9881,3679,1950,7942,2230
1,3,1611,9364,5133,7947,2327,65
2,3,116,664,6023,7208,7107,3479
1,1,1875,2751,1346,1925,5281,4618
2,3,1214,7097,3112,4382,7655,2799
1,2,599,522,11459,5610,9903,2203
2,3,1912,17955,16080,1000,1649,1843
2,3,862,24144,6260,7647,7545,4714
1,2,731,5322,18759,9921,6755,3446
1,3,291,11859,11619,6536,3127,3690
1,2,108,21101,7355,8669,4112,3889
1,3,1453,7742,4419,1165,3400,5709
1,3,670,10101,8210,8229,2613,5226
1,2,1560,4572,23811,8072,6634,4534
1,2,1059,19000,11490,8751,3329,160
2,2,781,19250,14346,8136,3439,5392
2,3,1983,14264,12877,7151,9337,2339
2,1,1183,22574,11973,916,9499,4619
1,3,328,760,3329,8755,8279,66
2,3,254,22500,7386,734,1449,4398
1,2,433,24564,8324,9595,5575,2169
1,3,912,24861,16533,3009,3398,1314
2,1,959,17130,24050,666,8516,506
2,2,584,2119,9170,3447,535,164
2,3,1007,23724,23940,4719,6771,3918
2,2,1651,9200,22885,3419,7008,1037
2,2,1492,7831,14583,485,8371,4687
2,2,1117,22043,5302,2463,5970,130
2,2,124,1832,1649,1465,4106,2385
2,2,1658,2845,19715,5851,1519,681
1,3,1061,5427,20084,9458,6435,1785
2,2,263,13557,17594,7848,2385,1842
1,1,1903,14466,2171,2899,1961,397
1,2,1503,14427,6981,8093,2581,3161
2,1,1141,16925,13005,1009,1989,1710
1,2,1465,15214,19107,6971,2472,4400
1,1,1181,23066,13852,9503,9163,3983
1,1,1951,1372,20375,743,9536,201
2,2,1261,10375,11308,6256,9735,1024
1,1,1041,3408,20641,7645,7327,1457
2,2,139,14181,8409,7527,1788,4066
1,3,1377,1491,9278,5273,9563,3812
1,2,1107,11968,13273,4108,8780,2745
1,1,1397,15818,8959,8952,1772,4954
1,1,1725,1932,17995,8570,438,2239
2,2,1497,21239,14572,3507,4179,4736
2,3,329,17538,23166,3887,6140,3962
1,3,603,18323,630,4352,1955,4252
2,2,117,16874,6096,1114,9884,3733
1,2,1786,2957,19045,3875,2964,3836
2,2,1296,909,16817,9319,8107,4770
1,3,314,3948,11863,8707,3844,4620
2,3,959,8650,5476,5655,1419,3427
1,1,165,3249,5879,557,3367,4850
1,2,786,23855,23689,9375,2268,2869
1,2,1733,15316,21808,1199,6190,4261
1,1,1256,9549,4231,5238,6327,3955
1,2,667,12009,22318,7743,9037,1655
2,3,1254,13455,21722,5790,557,3870
1,2,850,14763,12811,6468,3084,1071
1,3,1242,17082,13809,8054,1015,1802
1,3,649,18788,22574,2413,8246,2037
1,1,265,14235,15069,4605,941,479
1,3,418,19044,24229,893,4017,4514
2,3,1565,7161,12210,3598,2551,2148
2,2,1278,14986,21978,2203,5468,2433
2,2,1774,16312,15653,4327,5742,157
1,1,1180,2159,11606,7111,5322,1701
2,3,663,960,23746,3351,1181,1065
1,3,1380,5662,16375,6457,7481,3454
2,3,1090,7874,6260,1892,219,1353
1,2,1658,16876,24354,3837,8917,3834
2,3,1579,3261,9441,9486,9270,5913
2,2,1517,16201,6206,8468,7006,1275
1,2,1603,2466,7292,5719,9664,469
2,1,1689,23091,6437,850,2082,1125
2,1,166,24716,12484,5609,7698,5201
2,3,328,17370,11272,1306,5221,3754
2,2,188,2725,15658,9208,316,3288
1,3,1364,4425,4739,6105,3865,1780
2,1,1494,11205,24347,135,3772,4601
2,1,1965,13693,13397,8004,2852,1819
1,1,1412,10848,14752,2093,5869,70
1,3,1147,7739,11144,3147,3032,4533
2,1,1417,24308,17592,7214,5561,152
1,3,1165,24472,14429,9795,9645,3984
1,2,973,1147,11851,6950,4619,5835
1,1,1602,3318,18094,941,8287,2582
2,3,1554,20537,12733,663,6736,5547
2,1,1252,22798,20075,6355,2963,4268
1,1,1391,5546,24802,2320,920,183
2,1,157,7874,9480,1209,5324,3217
2,1,1995,13685,9702,3714,928,3309
2,2,1598,14756,200,8757,1572,3618
2,1,135,6032,15340,6111,7888,2908
2,3,659,20021,1845,4097,5832,4981
1,1,106,5812,18728,5763,947,525
1,2,1814,11556,6088,7169,5198,3531
1,2,141,9029,5797,7892,5603,138
1,1,1017,22448,17174,4008,5869,143
1,1,1588,14168,11823,6409,7648,105
1,2,1533,9911,22570,8931,1696,5954
2,1,166,20542,206,1837,820,2108
2,2,896,4928,23550,133,6051,4860
1,1,576,21590,22845,8515,3525,2791
1,3,1071,9522,17553,5440,3347,530
1,1,1057,18998,18594,6921,622,2178
1,3,604,11668,4445,5816,7352,5906
1,1,1647,6572,17127,3792,1828,2632
2,1,1622,21405,24461,1107,1300,578
1,2,1349,22169,906,1957,1211,5587
1,2,1268,15709,15383,8098,7887,1845
2,1,463,18617,19056,5902,6049,2801
1,1,1134,14710,7631,1412,1080,1839
2,3,468,24774,8829,6624,2338,1793
1,2,806,1453,16287,9310,5828,307
2,2,686,23533,6642,8175,3172,711
1,3,1907,19061,703,1740,366,3248
2,3,855,11803,14015,8382,1795,219
2,3,196,21710,23096,8539,8581,1922
1,3,1980,11537,1654,7662,7202,4045
2,3,994,8041,19597,2123,9743,74
2,2,1899,4502,15417,4520,2240,5995
1,1,628,6385,3964,4058,7057,1105
1,3,1399,7114,19284,1650,8294,5796
2,3,373,14950,19211,4315,233,1063
1,3,245,14216,10072,7418,9393,5779
1,2,1394,18750,9771,8369,9076,5518
1,1,1155,423,19276,9249,6923,1170
1,2,1088,12145,16456,156,672,1639
2,3,1877,1727,9625,1926,2224,81
2,2,1511,17843,24205,1644,4683,1703
2,2,1804,14778,7892,3678,1961,2435
2,2,926,13776,11641,2611,5915,4395
2,3,1010,9023,22363,5945,9687,1849
1,2,727,16467,2051,6167,1451,885
1,3,660,16338,21551,8656,7823,5741
2,3,544,7833,11690,9010,5269,4678
1,1,700,18257,7294,1322,3384,4030
1,2,338,3376,20780,9687,8461,392
2,2,1073,6329,6074,8026,3878,5452
2,2,369,8369,23292,6158,7109,1044
1,3,1583,5133,6670,6506,999,4188
2,2,1124,22209,4089,6320,1651,3284
1,1,1323,4794,20933,631,9906,159
2,1,1332,8359,19062,9116,3514,4725
2,2,701,397,3082,3750,537,2160
2,3,807,4335,18823,4273,8006,2166
1,3,482,4506,16493,5666,2508,3885
2,2,1233,9560,699,2937,9255,3478
1,1,656,14395,1134,5492,5960,770
2,3,527,15550,15227,2672,3978,4698
2,2,1950,23391,23037,4379,3455,396
2,1,274,9506,306,9160,4274,4604
1,3,1426,19241,21514,4558,1543,1993
2,3,838,9638,13718,9333,9278,4200
2,1,1159,24640,15107,5835,1249,457
1,3,559,8075,14176,1509,3541,1028
1,2,1251,7101,22783,8011,3895,2453
1,3,624,20310,12725,8140,1955,2761
1,3,1490,2241,4116,3926,8477,1371
2,1,1839,24901,4661,2654,1969,1976
1,1,1952,15176,8639,3049,803,396
2,1,1218,16636,2730,9111,3984,4782
1,3,1707,4714,18703,2691,1070,1224
2,1,213,18144,4551,3080,2696,171
2,1,1059,5982,1221,135,3317,4420
2,2,1849,6072,10643,677,7040,5692
1,3,1884,7276,7912,1321,9660,566
1,1,476,16783,1673,1130,4197,1750
1,2,1839,16354,13236,2185,7867,4082
1,3,486,19395,17183,7752,8274,4789
2,1,1530,18850,14298,7134,422,2001
1,1,1778,12157,5847,2740,1372,5167
2,1,1092,14528,20174,1958,6485,2851
1,2,896,15682,16529,7991,5646,5309
1,1,783,8238,16528,5016,1422,4300
2,3,1204,17976,10784,9122,7696,4851
2,1,380,16277,24675,2848,2634,2475
2,2,1484,16384,20539,9431,6438,5920
2,1,1504,20517,544,9275,128,5791
1,2,750,15803,14288,6807,1531,3492
1,2,1837,14423,24302,7827,7847,979
2,2,1943,8000,12793,5580,8319,351
2,1,1743,24497,19962,9474,648,1511
1,1,1355,4502,16756,9076,1413,2799
2,2,1149,14386,24952,1167,2640,2729
1,3,630,17640,6614,4163,8499,3737
1,2,1310,6051,23514,4626,1528,5161
2,2,278,20129,23570,6021,4772,404
1,3,1773,14199,21164,8780,8650,5991
2,1,1829,11032,1868,8880,4978,2451
1,1,1999,1946,22135,5584,6293,2485
1,3,1028,11961,19744,3650,2936,76
1,1,447,8442,22970,425,5802,5863
1,2,1531,19759,7393,1924,6138,199
1,3,1228,21860,12947,2275,9478,901
1,2,551,24092,20231,6428,1582,130
2,2,543,8706,7795,5345,6136,70
2,2,588,15243,11230,8278,2809,3417
2,3,1286,2358,22584,8353,3885,241
2,1,994,11751,24237,8001,4508,5119
2,1,1447,9387,23578,3015,3971,647
2,1,1208,8163,167,6792,6103,2237
1,3,1129,18962,20479,6589,3168,5615
1,3,487,13175,2306,154,5672,5347
2,2,791,21542,10774,8640,3018,3130
1,3,342,13118,6988,4564,4164,480
1,3,269,3878,2080,2046,1222,2436
2,1,568,15342,17360,9035,1807,2732
2,1,1053,10771,17296,488,3575,3217
1,2,1110,3613,3588,6050,4302,821
2,3,725,14545,8920,9226,287,2462
1,1,1128,15992,11827,8092,1467,3007
1,2,1140,19466,14228,5275,8047,5865
1,2,1215,560,6919,2998,6278,4109
2,2,921,14143,20417,1795,8129,1777
1,3,507,17109,14193,3705,3304,3062
1,3,587,12904,810,427,3380,3424
1,2,1386,16372,21413,238,7785,1319
2,3,1833,1253,3362,2069,6979,3365
2,3,235,3697,7025,7480,414,3836
1,1,1317,21407,4072,3358,683,2761
1,2,471,10553,18849,2133,4703,1210
2,1,1830,6583,9237,4088,4082,5561
1,2,357,17933,7712,8108,492,3841
1,2,1912,19932,881,3905,3012,4112
1,2,1467,8902,20812,2028,8130,1865
2,3,1775,5296,1105,5441,9071,2823
2,2,386,5009,4422,7045,6026,403
1,3,993,4227,16913,101,6025,1349
1,2,907,10151,15462,9697,5939,2778
1,1,1494,3899,14127,7600,2045,902
1,2,437,12751,6059,105,2218,2877
1,3,1162,20623,15701,2625,2183,5108
1,1,341,16772,5960,1317,7575,5274
1,3,1285,2692,2784,7137,9164,2302
1,2,1749,17712,19347,1551,9943,476
2,3,150,13042,8752,1073,2744,439
2,3,1144,11608,19687,5741,3483,5262
2,3,981,4272,23884,9284,1482,2904
2,1,116,9596,6000,1036,7861,189
1,1,1128,23906,23973,4207,1809,2249
2,3,1438,13077,8030,3549,6279,1085
2,2,730,10791,6664,1858,5780,805
2,2,130,19890,17304,3402,3208,1405
2,2,578,6197,1177,4873,8386,1195
2,2,989,18225,12528,1764,2075,4984
1,2,1081,21493,7486,2259,2453,2786
2,1,1156,23566,14968,5846,9554,4579
1,1,1888,21130,1817,8407,5355,3096
1,1,1036,13661,10585,7901,5463,5667
2,3,250,5142,18200,6860,365,2936
2,2,925,283,18385,317,5994,4299
1,3,1643,12479,4428,4200,2433,1706
2,1,1122,15508,13930,6664,8227,1387
1,1,867,22668,22800,1779,8492,863
2,2,1615,8305,3810,1598,6307,2786
2,2,314,5713,24273,316,1306,4215
1,1,363,5095,19407,2168,8852,2359
2,2,222,9966,12660,627,4839,962
2,2,176,14659,16023,5444,3449,3814
1,2,857,5710,24193,6863,6279,5482
2,3,375,24043,8263,5218,4950,1445
1,3,812,12082,15341,3349,3173,1093
2,1,1237,10148,10221,4753,2398,4646
2,3,446,5615,6836,6954,4126,3300
1,3,1821,20918,16138,8994,8097,5183
1,1,1570,20482,429,7897,4729,2089
1,1,1183,4319,15111,2752,7966,4152
1,1,1164,11350,6081,565,6080,2940
1,1,1314,1253,20941,4116,3948,1266
1,2,177,7806,10456,7423,8714,1703
2,2,389,9679,5739,7879,8492,3411
1,3,1080,22971,12493,1287,7148,3683
1,1,1607,14982,19461,7525,2510,1643
1,2,761,3168,1523,3025,790,2933
1,3,443,20302,13753,142,7061,4226
2,3,1474,19544,13145,3091,9604,3305
2,3,614,8835,12558,1972,7295,898
2,3,271,23075,18318,4609,7945,2931
1,3,1627,13406,8525,8233,392,141
1,1,159,1683,22714,6230,248,4773
1,1,829,16372,5071,3891,6616,4339
2,2,434,929,853,4407,7343,1329
2,3,1041,21719,20399,2946,3580,5248
1,1,1702,12288,6483,8392,535,4099
2,3,1769,19519,5728,2487,7327,1208
2,3,830,10471,22473,9004,9820,1047
1,3,990,18610,3375,1690,3483,713
2,2,116,11473,9483,8024,2506,2698
1,1,1983,17709,20172,115,9459,2243
1,3,370,21208,13940,7946,6024,5385
2,2,539,22122,16032,449,7191,3244
1,1,499,9502,21691,234,9183,5595
1,2,410,23861,9633,1430,319,2903
2,3,1360,1305,16469,492,5196,1813
1,3,1951,23322,11154,989,7447,3104
1,1,948,454,24461,5168,4849,1110
1,2,1317,2013,9481,9800,6632,4387
2,1,462,4189,10500,2668,5898,174
2,1,1651,13327,4799,3197,8068,1509
1,2,417,11251,14928,9103,9449,1493
1,3,1354,15899,3102,9210,5637,3452
1,3,700,4871,7094,1825,4343,5288
1,1,363,9515,1189,9511,9160,5995
2,1,1612,9780,8152,8519,1368,5098
2,2,1124,4709,10915,8092,397,3218
2,1,1682,18700,13361,5065,285,3769
2,2,672,4817,15417,7051,393,5351
1,1,1276,4815,22612,9620,2877,3637
1,1,513,10735,8390,4091,424,2208
2,2,1880,482,11625,229,8542,417
1,1,1992,22773,9223,2991,3228,2428
2,1,990,5327,4365,2623,7775,968
2,3,1662,1930,24015,8031,7339,3535
1,3,1025,14382,2696,7229,4718,1318
1,3,822,12599,6919,9740,8384,2614
1,1,1875,301,15770,2577,7707,4667
2,1,1004,24617,13309,437,8642,3878
1,3,776,22178,17634,9223,2969,1433
1,1,688,11978,3465,4867,1233,3777
2,3,1602,15129,19319,5473,4527,2245
1,2,626,4029,24237,6674,6461,769
2,1,1757,12899,1323,9427,8010,5440
2,2,706,23753,20645,2550,1659,4582
2,3,1150,11986,13885,925,1470,2426
2,2,143,22013,18626,8113,2630,411
1,2,945,1077,16008,1831,6872,541
1,3,841,5682,7252,3483,5065,2272
1,2,1478,16907,19456,9743,3004,1583
2,2,659,2555,21702,6685,1625,1251
2,2,1185,8028,19426,271,8297,5414
2,3,1721,24382,12446,8690,6708,3445
1,3,228,2526,12509,534,475,1046
2,2,972,4304,16372,8818,7042,1957
2,3,1999,7384,10587,2844,6323,5982
2,1,651,21757,22501,847,147,4228
2,3,801,19629,6269,2856,1324,5642
1,2,763,1329,8612,871,6267,5136
2,1,257,13502,17154,1463,7160,4200
1,2,460,12520,22537,1564,5029,906
2,2,1994,24708,7923,1781,8796,440
1,2,705,24317,20951,7580,8310,5162
2,3,1070,18462,7334,6047,1633,880
1,1,163,16085,23777,2935,583,1009
1,3,1101,6462,7415,9201,3689,2789
1,1,1978,19649,16486,4113,7776,5452
1,1,981,329,14872,117,144,4377
1,1,1728,16864,20394,767,3665,4427
2,1,696,21983,14542,2379,9740,4823
2,1,1160,22372,133,8529,6542,636
1,2,1276,22763,5438,8775,7756,1862
1,3,645,851,5528,8681,6955,2191
1,1,441,11523,1427,3572,1980,4763
2,2,1779,21078,2347,2078,338,1782
1,1,1881,13182,13778,1671,4293,4938
1,2,177,9763,734,1799,6738,1489
2,1,1563,10673,24815,8770,5621,1974
2,3,1231,9561,24166,8274,7255,1274
2,1,1061,15769,10134,7875,7325,1197
2,3,1287,12281,7488,8443,3470,1020
1,3,1288,22808,7374,6663,2370,214
1,1,883,6150,10589,3116,7672,838
1,2,1034,24953,9251,3514,5249,3855
2,1,287,16131,10344,6266,191,4037
1,3,1402,21729,294,3579,8851,1547
1,2,1958,11986,18611,5129,4307,3146
2,1,727,14879,21974,2927,9243,2498
1,3,868,3972,19124,1108,5332,1994
2,1,1562,253,10792,9694,5750,3781
1,2,129,16687,17400,182,8357,914
2,3,665,13266,13970,3410,1061,5352
1,2,825,14745,10386,2900,2968,1173
2,3,324,23988,2029,5162,629,5697
2,1,788,22244,4500,7737,4173,167
1,1,1766,24236,13333,1083,2251,5196
1,1,1552,17983,16421,9796,244,4044
1,3,550,7072,24738,5731,5249,2240
2,3,490,7125,3557,2821,2363,5731
1,1,1822,23404,13993,8470,7179,4171
2,3,118,14643,23000,971,7784,5415
2,1,1440,3602,12060,3945,2036,4700
2,1,431,7277,22085,8310,5938,170
1,3,1557,14057,7312,8553,4712,4274
2,3,1399,23614,15212,451,4685,4713
1,2,1465,15508,23021,5740,1903,1541
2,3,985,5612,5271,7516,4822,1193
1,2,1418,1911,16593,7181,2574,1818
1,2,1779,22829,13636,2016,8450,4233
2,2,464,2576,15471,3546,4913,3804
2,2,1021,8569,20263,1771,1779,833
2,3,1585,2050,2609,7084,1324,4986
2,2,1489,18138,23971,5247,2916,4512
2,3,1843,3383,12748,8389,8380,3637
2,3,1726,12453,332,4249,1416,4858
2,3,1637,13742,24917,3787,4429,4915
